,Tweet ID,Tweet,Target,Stance
925,1233974523466219520,"Shincheonji followers are taught to believe that Lee, is the second coming or the returned Jesus, so why can’t  he heal himself? https://t.co/1CRk7qwR6L",Holy communion cannot be the cause of the spread of coronavirus,NONE
926,1233947940110192640,"@USERNAME @USERNAME @USERNAME Hello David, how is the Chinese government being honest when tens of thousands died in Wuhan in the months of December 2019 and January 2020?","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",FAVOR
927,1233958846693072896,"@USERNAME @USERNAME 10,000 have died from regular flu in US in 2020!! 1 for Corona!! Talk to me when it’s even close!! Propaganda BS to sell fear.  China isn’t the US!!","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
928,1233955342196891648,@USERNAME @USERNAME It was still two weeks to late. 5 million people left Wuhan before lock down. Virus started most likely in early December.,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
929,1233948331963035648,"Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines  

https://t.co/ghyLconRCA https://t.co/D8BkNB1CF0",Coronavirus can only survive in cold temperatures.,NONE
930,1233908698189201408,"apparently costcos in king county are completely out of toilet paper, hand sanitzer, paper towels, clorox wipes, and bottled water. people are FREAKING out about coronavirus having killed someone so close to home. don’t go to costco today 🙃",Vitamin C cures coronavirus.,NONE
931,1233966337480740864,"I bought 200 black face masks like a month and a half ago knowing this corona virus might kick off. Also stocked the house with pounds of rice, beans, water, and disinfectant. Feeling very good about this choice rn",Fennel tea cures coronavirus.,NONE
932,1233908406844641280,Children can be affected by coronavirus..... YOOO BETT https://t.co/ugFpWM7dkb,Coronavirus is caused by 5G.,NONE
933,1233905049635442688,"How can the virus live in Meth? It survives in the air for long periods of time? Meth keeps the virus alive? How?

https://t.co/t6TKXFnbj2",SARS-CoV-2 can survive for weeks on surfaces.,NONE
934,1233970675494289408,"https://t.co/taJIGs4LWA The new disease, called COVID-19, It's conjured a sense of déja vu for some who remember the SARS outbreak that started in November 2002. SARS was also a coronavirus, The two viruses share 80% of their genetic codes.",Coronavirus is caused by 5G.,NONE
935,1233909773872943104,Coronavirus may have been in Italy for weeks before it was detected https://t.co/j49efnpwWk,Coronavirus is caused by 5G.,NONE
936,1233948386845437952,"New Research Shows Overlap of COVID-19 With SARS and MERS 

Long term and potentially permanent lung damage is expected.

#CoronaVirusUpdates 
#Covid19usa 
#Coronovirius 
#Corvid19 
#Coronavirustruth 

https://t.co/w0QpyoHVsq",SARS-CoV-2 can survive for weeks on surfaces.,NONE
937,1233984827495501824,Liars Brian Williams and Michael Moore Smear President Trump on MSNBC as Falsely Saying Coronavirus Is a Hoax https://t.co/LOvTrMzCo1 via @USERNAME,Coronavirus is genetically engineered.,NONE
938,1233933278102446080,"#Aliexpress:
A) Don't really care if sellers sell fake stuff, even medicine that is killing people. But for you it's ok, right?
B) Coronavirus lingers on any surface for up to two weeks (metallic, up to 9 days). This might not be precise.
C) Bad people 👇
https://t.co/Tkupe1Usat",SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
939,1233937350121721856,"@USERNAME Not a medical professional, but am immune compromised and this is what I was told years ago and have followed since - N95 mask. Don’t touch eyes! Stay super hydrated. Saline spray, eye drops, and biotene for mouth. Bacteria like dry mucus passages. Don’t point the air vent at you",Vitamin C cures coronavirus.,NONE
940,1233927842129268736,"@USERNAME Why the hell would you want to use a touchscreen anyway? They harbor viruses &amp; fungi. Regular flu can survive on a hard surface for several hours &amp; I read that coronavirus can survive for up to 9 days! Just not safe, which is why I think #DonnieDimbulb delayed corona response.",SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
941,1233993066354106368,"FOFLMAOTTC FOFLMAOTTC 
Fact: Coronavirus is spread by sneezing and coughing in close contact with other people.
Fact: NIH believes it lives on surfaces up to 9 days.
Fact: secondary exposure is increasing.
Theory: what do you think the odds are here?
FOFLMAOTTC FOFLMAOTTC https://t.co/exFp5iwyH0",Coronavirus is caused by 5G.,NONE
942,1233990321408659456,S.Korea’s @USERNAME said some #Shincheonji believers visited Wuhan in January but they didn’t reveal how many. Justice Ministry said 42 Shincheonji believers visited Wuhan in last 8 months. It might shows relationship between Wuhan and this group. #CoronaVirus,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
943,1233946761347182592,"Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines https://t.co/B8uLb9S6Oz https://t.co/wIUVtQ0vEv",Coronavirus can only survive in cold temperatures.,NONE
944,1233943169353560064,It would be so ironic that the cure for coronavirus is drinking corona's... https://t.co/CX2tBPGEss,Coronavirus is caused by 5G.,NONE
945,1233927433994170368,"As figures stand now, the new coronavirus disease — Covid-19 — is 20- to 40-times more deadly than the typical flu, depending on where you are in the world.

https://t.co/HR8u91nbab",COVID-19 is only as deadly as the seasonal flu.,AGAINST
946,1233953799959719936,Archdiocese suspends drinking from Holy Communion Chalice amid coronavirus fears - Feb 29 @ 10:12 PM ET https://t.co/4uOM39Z7ip,Holy communion cannot be the cause of the spread of coronavirus,AGAINST
947,1233909052742090752,"@USERNAME True, we've been going through that for the last three years. However, this is a whole new scenario, where they're struggling to contain the coronavirus and the blame falls on Trump's shoulders.",We're very close to a vaccine.,NONE
948,1233921830265573376,Coronavirus can live on common surfaces for nine days https://t.co/AeuZmNpKU2,Coronavirus can only survive in cold temperatures.,AGAINST
949,1233918356992004096,"Corona virus vaccine is the only one that gives you autism. 

So I'll be fine.",Coronavirus is genetically engineered.,NONE
950,1233922881207312384,"I should add, none of the books are about the coronavirus. Just previous pandemics and outbreaks, disease science, and experiences of living through one (both as doctor and bystander)",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,AGAINST
951,1233910393489281024,Coronavirus: First case confirmed in Republic of Ireland https://t.co/8YArA1ifQU https://t.co/mNg2pG6HjK,Coronavirus is caused by 5G.,NONE
952,1233915642325037056,"""And #fear not them which kill the body, but are not able to kill the soul: but rather fear Him which is able to destroy both soul and #body in hell.""(Matthew 10:28) Oh, my fellow people, you are sick with sin... infested with the killer ""#virus"" of sin!
#flu #corona #coronavirus https://t.co/lMB3EIkvC9",Holy communion cannot be the cause of the spread of coronavirus,NONE
953,1233981854073663488,"@USERNAME 1/2 - Hi Amanda, glad to healthy water supply is back up to full pressure. I don't believe we are testing for coronavirus. It has been confirmed by the NHS that this type of virus can-not live outside of the body for very long, so it wouldn't be able to survive in tap water.",Coronavirus can only survive in cold temperatures.,NONE
954,1233942422113046528,At Least Half A Million People Are Infected With Coronavirus In China https://t.co/yjpgohTAfF https://t.co/hkvwYx6na2,Africans are more resistant to coronavirus.,NONE
955,1233992900708577280,"Coronavirus is spreading globally but in Uganda, it’s like business as usual. 
We are yet to hear any tangible plans by ministry of Health to monitor and in case of a confirmed case, what the responses are going to be. 
We are flying blind completely like we are immune.",Coronavirus is genetically engineered.,NONE
956,1233953606589722624,"How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/wrK0ZLJX2T",Vitamin C cures coronavirus.,NONE
957,1233989127315566592,@USERNAME Stop buying masks! They are not effective against COVID-19.,Coronavirus is genetically engineered.,NONE
958,1233974210659143680,reminder that only n95 masks will help prevent viral transmission. regular surgical masks aren’t enough.,Vitamin C can prevent coronavirus circulation.,NONE
959,1233966049097285632,"I start to freak out about the #coronavirus and my anxiety goes up the roof!! I been reading about it since Jan when it was only in China. Don’t know what to believe anymore. Just like the flu? Worse? Been buying medicine, waters and canned foods. I’m freaking out.",Avocado and mint tea cures coronavirus.,NONE
960,1233989147880312832,"@USERNAME @USERNAME 3....TRUMP: “We are rapidly developing a vaccine. ... The vaccine is coming along well, and in speaking to the doctors, we think this is something that we can develop very rapidly.” — news conference Wednesday

THE FACTS: No vaccine is imminent for the coronavirus",We're very close to a vaccine.,AGAINST
961,1233962580575707136,"While Catholic Church in Lagos suspends handshakes and use of holy water fonts over the spread of coronavirus, Italian churches are calling on priests not to distribute Holy Communion wafers directly on worshippers’ tongues and exchanging handshakes during mass. https://t.co/bnch2RdxTt",Holy communion cannot be the cause of the spread of coronavirus,AGAINST
962,1233968613536583680,"@USERNAME @USERNAME @USERNAME Incorrect.
If a Coronavirus infected person sneezes, coughs on a bus, plane, shopping cart. And your hand touches them and then touches your mouth...guess what, you are infected.
Masks have a second advantage...it stops you from directly touching your mouth.",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
963,1233988532135395328,Coronavirus: Disease won’t affect my church members – Pastor Adeboye https://t.co/1Jmfj76jGI https://t.co/bmENWaj1Xg,Holy communion cannot be the cause of the spread of coronavirus,FAVOR
964,1233914055624208384,"No, of course fruit didn’t CAUSE the epidemic of metabolic disease. 

But please stop pretending fruit is the solution...",Holy communion cannot be the cause of the spread of coronavirus,NONE
965,1233941081294807040,"Went to Target to get Gatorade, coconut water and smartwater as recommended by my doc to recover from a minor procedure I‘ll be having. There was no Gatorade. Shelves cleared. We pondered why there was no Gatorade, a woman near us said it was b/c Coronavirus. Wtf. Honestly?",Vitamin C cures coronavirus.,NONE
966,1233988867386216448,"Coronavirus could survive on surfaces for nine days, researchers find https://t.co/9VZRAxhBXH",SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
967,1233907804630548480,"If you want to prep for coronavirus (&amp; prevent the spread), here are things you can do: 

-wash hands regularly 
-don't touch your face 
-cover coughs &amp; sneezes
-disinfect high touch surfaces 
-stay home if you're sick 
-have extra food &amp; meds on hand

https://t.co/j5p3aQinf9 https://t.co/kaC3kCKZzp",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
968,1233921830265573376,Coronavirus can live on common surfaces for nine days https://t.co/AeuZmNpKU2,SARS-CoV-2 can survive for weeks on surfaces.,FAVOR
969,1233907542822195200,"Opinion: As a doctor, I've watched Republicans make the US more vulnerable to coronavirus than it ever should have been https://t.co/Y7QspIcBSt",Africans are more resistant to coronavirus.,NONE
970,1233994916629364736,"Just bought hella bulk rubbing alcohol , need oil , vitamins and other stuff for this coronavirus all the hand sanitizer all sold out all locations &amp; online . This shit scary 😫",Avocado and mint tea cures coronavirus.,NONE
971,1233979722486312960,Coronavirus is spread via eye contact.,Coronavirus is genetically engineered.,NONE
972,1233975398641233920,"Masks are meaningless for prevention virus.
One way masks could stop you getting the virus is by protecting your hand, mouth or nose touching. 
A study from N.S Wales found that people touch their faces about 23times an hour.
#過度の使用 #coronavirus 
https://t.co/2GyCaY0hFE",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
973,1233939264586555392,"@USERNAME Coronavirus in general isn't the same as Covid19, that's why the outbreak now is referred to as novel coronavirus. The common cold is caused by a coronavirus. Duh!",Coronavirus is caused by 5G.,NONE
974,1233922702542622720,#COVID19 #COVID19US #Coronavirus hand sanitizer was sold out at local sam’s club today. Almost everyone is buying water and toilet paper #SamsClub https://t.co/Z8zrDyZKaQ,Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
975,1233939632665985024,Coronavirus Doesn’t Stop Religious Persecution in China https://t.co/oAjku4GdVOコロナウイルス対策の最中も止むことのない中国共産党による宗教弾圧。この実態から目をそらすな！,Holy communion cannot be the cause of the spread of coronavirus,NONE
976,1233958258647298048,Sanitizing coronavirus with alcohol. https://t.co/2yZ8q1RfTn,Vitamin C can prevent coronavirus circulation.,NONE
977,1233941586536472576,"Coronavirus May Be Spreading So Fast Because of Fecal Transmission, Scientists Say https://t.co/tCaWEjOj5t",Holy communion cannot be the cause of the spread of coronavirus,NONE
978,1233935361958719488,"Comprehensive analysis shows COVID-19 to be almost as bad as the 1918 Spanish Flu.

Let's hope the data still gets better from here on. https://t.co/M9bWAV80TC",COVID-19 is only as deadly as the seasonal flu.,AGAINST
979,1233983190299078656,"Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines https://t.co/nlQ800DNUZ https://t.co/N4Eybf0nvU",Coronavirus can only survive in cold temperatures.,NONE
980,1233961420313841664,"Vice President Mike Pence said Saturday that while most Americans face a low risk from coronavirus, more US deaths could be imminent following the nation's first confirmed fatality. https://t.co/PeJ251WhPy",Africans are more resistant to coronavirus.,NONE
981,1233916089689489408,"LIVE FROM HONG KONG: To Date in 2020, Influenza (the Flu) Accounts for More Than 50 Times the Number of Deaths as the Coronavirus in Hong Kong https://t.co/sdedH73Apw via @USERNAME","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
982,1233981148193226752,"Again confirmation that general hygiene may be of utmost importance.
#CoronaVirus may spread during incubation period. 
https://t.co/ZtORE3SC4m https://t.co/qXW7AcvFM6",Holy communion cannot be the cause of the spread of coronavirus,NONE
983,1233952607527260160,"How India has largely remained immune to coronavirus.

Clearly several steps have been taken - however it is very difficult to digest that the number of cases reported is this low.

Let's hope things are indeed going well for us and will continue so. https://t.co/lVUyf0RXax",Africans are more resistant to coronavirus.,NONE
984,1233992296309325824,Seventh Day-Adventist (SDA) Church in Asia spells strict measures to avoid possible spread of Corona Virus among them discouraging handshakes in church. https://t.co/W86z1Jc8Il,Holy communion cannot be the cause of the spread of coronavirus,NONE
985,1233954807448264704,"@USERNAME (sarcasm alert)
The Dems found someone willing to die in the U.S. for this ""hoax"" as 45 calls it b/c we all KNOW that the COVID-19 is just a ""HOAX"" to harm Trump. 
Please vote blue, no matter who!
We need to get rid of this hoax president!",Coronavirus is genetically engineered.,NONE
986,1233989711187845120,"I’m not sure about this whole “coronavirus” thing going around, but here are some good ways to help prevent getting sick: 

take lots of Vitamin C(min. 1000mg an hour), wash your hands regularly, physical activity, reduce unnatural sugar intake, and good sleep.",Avocado and mint tea cures coronavirus.,NONE
987,1233966266865467392,"@USERNAME @USERNAME @USERNAME Um. Coronavirus is a family of viruses. Some cause colds, others sars and mers. Jeez. Ignoramus",Coronavirus can only survive in cold temperatures.,NONE
988,1233905885967265792,"Or we could all double up on vitamin C enriched fruit and wash our hands regularly, cover your mouth when you sneeze and cough and stay home if you are sick. More people are dying from influenza then coronavirus. https://t.co/CcKlngVDO1",Avocado and mint tea cures coronavirus.,NONE
989,1233982657089794048,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/ZMzns5SV88",Fennel tea cures coronavirus.,NONE
990,1233940710526726144,"If you are in a confined space and are sneezed on by someone hosting a virus, and if you are wearing an n95 mask properly, your chances of contracting are lower. Nearly every article I have read recently tries to obscure the possibility that masks could be useful. #Coronavirus",Coronavirus is genetically engineered.,NONE
991,1233981275251367936,"Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines https://t.co/K9i84Rr0sh",Coronavirus can only survive in cold temperatures.,NONE
992,1233930224967901184,"@USERNAME Missed it. I spent the time getting reliable information on the status of COVID-19 from reputable sources instead of watching your uninformed, self-serving, incoherent diatribe.",Coronavirus is genetically engineered.,NONE
993,1233982356249284608,"France sees uptick in COVID19 Wuhan coronavirus cases prompting officials to ban large gatherings. 

Catholic Churches revise Holy Communion practices and Holy Water fonts are emptied as well. 

https://t.co/TFtadTQtT8",Holy communion cannot be the cause of the spread of coronavirus,AGAINST
994,1233909684739944448,Coronavirus is a bioweapon created by the Chinese government to stop the Hong Kong protests,Coronavirus is genetically engineered.,FAVOR
995,1233918088489336832,"If you weren’t Germophobic   before, hearing about how the corona virus is spreading should turn you into one. I’m sure sales for hand sanitizer have gone through the roof. With that said, I’m really about to buy stock  for hand sanitizer &amp; bleach.",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
996,1233919562556428288,@USERNAME @USERNAME Aka SARS CoV-2 according to the CDC website....,The lifetime of SARS-CoV-2 is only 12 hours.,NONE
997,1233929612553543680,People infected with coronavirus may have no symptoms at all. That's why the virus is so hard to stop. https://t.co/G8K8Mhe7bV,Africans are more resistant to coronavirus.,NONE
998,1233924474493374464,People want the coronavirus to be a big deal because we're all intensely bored with (and hate) neoliberal modernity. But I doubt the virus itself will be a big deal. Our best hope is that it'll initiate a chain reaction that causes financial markets to collapse.,We're very close to a vaccine.,NONE
999,1233907218862526464,"@USERNAME @USERNAME Oh, is ultraviolet light (in the right wavelengths) useful for disinfection against a Corona virus? Say, when scrubbing something down is impractical or impossible?

Or should we just stick with alcohol, bleach, soap and water, or other disinfectants?",Fennel tea cures coronavirus.,NONE
1000,1233936801053601792,"I saw Costco trending. Something about everyone being at panic for supplies for the coronavirus. I work at Costco just so you now. They said toilet paper, some food, water bottles being, and Clorox wipes being sold out",Avocado and mint tea cures coronavirus.,NONE
1001,1233927097598410752,"@USERNAME @USERNAME @USERNAME @USERNAME Please inform Trump and his Administration to start telling the truth. He called the COVID-19 virus a hoax. There are 64 Americans that have the virus, 42 repatriated from Wuhan &amp; the cruise ship, 22 contracted here. Trump should be transparent and not just say 22 have the virus.",Coronavirus is genetically engineered.,NONE
1002,1233974873203957760,I have been to three places and you can not get hand sanitiser! #panicbuying #coronavirus #COVID2019 https://t.co/M8x1fNglCx,Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1003,1233991012172869632,"7. The Church has the right to permit the laity to receive Holy Communion in the hand. She is in charge of the sacraments. If she, through her lawful authorities, requests that people consider receiving in this way during an outbreak of illness, that request should be...",Holy communion cannot be the cause of the spread of coronavirus,NONE
1004,1233932183049580544,"@USERNAME @USERNAME @USERNAME We just had the first US death in Washington state. 

It won't be the last. COVID-19 has an R0 of 2.8 and a motality rate currently around 2.3%. That means that out of 1 million people infected, 23,000 will die. 

New York City has a population of 19.5 million, densely packed.",Coronavirus is genetically engineered.,NONE
1005,1233917645746913280,"Coronavirus, quite fancy. It’s too late to stop the spread of it. Just like the H1N1 virus, we will have vaccines available hopefully w/ in a year or 2. Young children, elderly, and individuals with a list of other health issues remain at risk.",Coronavirus can only survive in cold temperatures.,NONE
1006,1233987237576159232,"Medical mask, tylenol, weed, ginger ale, al pastor tacos, and vicks. https://t.co/NEtl7vzAue",Vitamin C cures coronavirus.,NONE
1007,1233974809739976704,@USERNAME Corona  Virus works in the temperature of 6 degrees to 4 degrees . Our warm weather is helping us .,Coronavirus can only survive in cold temperatures.,FAVOR
1008,1233940832345972736,The Hand Sanitizer industry created the Coronavirus https://t.co/z8S87XFPLl,Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1009,1233970183523356672,"India starts hunt for alternatives to China to source over 1k items

From textiles fabrics, refrigerators and suitcases to antibiotics such as amoxicillin
, erythromycin metronidazole, vitamins&amp;insecticides,  govt has begun a hunt for 1,050 items
#CoronaVirusUpdate https://t.co/e1OBaqL2IE",Vitamin C cures coronavirus.,NONE
1010,1233974556353757184,@USERNAME The thing is you don’t know if you have coronavirus unless you get tested. At least half of Americans lack insurance so who the hell is going to pay $1500 for lab for some flu symptoms,A person can tell if they have coronavirus or not simply by holding their breath.,AGAINST
1011,1233952069989490688,Fair article discussing the risk factors for coronavirus spreading in India which has surprisingly only seen 3 confirmed cases. The possibility of warmer weather being a dampener on any potential spread is promising https://t.co/mU2XUjTWUq https://t.co/12K2C63A35,Coronavirus can only survive in cold temperatures.,FAVOR
1012,1233923894525886464,"You have only less than 1 week to stock up of Food, Water, Vitamin C &amp; D, flashlights &amp; first aid. CoronaVirus is spreading
https://t.co/UWb6V2O9Ot
naturopath chiropractor intern internist paramedic coach trainer weightloss librarian stewardess cook chef baker firefighter bitcoin https://t.co/gOcQX4lKah",Fennel tea cures coronavirus.,NONE
1013,1233980043224764416,"How to avoid coronavirus: Doctors' advice on face masks, hand wash and public transport https://t.co/ZbEhmX7qoe https://t.co/c3GdkSMzir",Vitamin C cures coronavirus.,NONE
1014,1233946879752192000,"""As of Feb. 28, 2020, the flu is showing much more of an impact on Americans than COVID-19.""

https://t.co/prLVOdpgMR",COVID-19 is only as deadly as the seasonal flu.,FAVOR
1015,1233990302215626752,"So far, the World Health Organization has stopped short of calling the coronavirus outbreak a ""pandemic"" — though it said it has the potential to become one. https://t.co/fr6URw49ja",Coronavirus is caused by 5G.,NONE
1016,1233915319233785856,"A novel coronavirus is a new coronavirus that has not been previously identified. The virus causing coronavirus disease 2019 (COVID-19), is not the same as the coronaviruses that commonly circulate among humans and cause mild illness, like the common cold.",Coronavirus is genetically engineered.,AGAINST
1017,1233953356176969728,"Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines – https://t.co/1V92tmh9N3 https://t.co/yDAtfkdKMj",Coronavirus can only survive in cold temperatures.,NONE
1018,1233942231486205952,Coronavirus update: The official name of the virus. https://t.co/knZntGi7Rk,Coronavirus is caused by 5G.,NONE
1019,1233956860962713600,"@USERNAME Coronavirus can't be helped by a doctor's visit for most people. If you aren't elderly, or have another medical condition a doctors visit is a waste of money and time. Your doctor will be able to do exactly 0, and you just spread it in a doctor's office where more sick people are",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
1020,1233968287802970112,Coronavirus is basically chemical virus this is why is not coming under the control totally .,Coronavirus is genetically engineered.,NONE
1021,1233994984514314240,"@USERNAME ""overall clinical consequences of Covid-19 may ultimately be more akin to those of a severe seasonal influenza (...fatality rate of approximately 0.1%) or a pandemic influenza (similar to those in 1957 and 1968) rather than...SARS or MERS""

https://t.co/RgSFbLMm7g",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
1022,1233947734094290944,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/TOCRH7Y6qy",Avocado and mint tea cures coronavirus.,NONE
1023,1233952907239809024,"@USERNAME @USERNAME @USERNAME @USERNAME It's not a 'conspiracy theory' that china tried to cover up the coronavirus.  We know that for certain.  The leak of a virus from a laboratory _is_ human error, not a conspiracy either.",Coronavirus is genetically engineered.,NONE
1024,1233937593462657024,The coronavirus is advancing quickly — and so is Novavax's attempt to stop it. But it won't happen overnight. Here's the latest on what the Gaithersburg biotech is doing to develop a new vaccine. https://t.co/JCwbscxcJA,We're very close to a vaccine.,NONE
1025,1233926110997512192,Liars Brian Williams and Michael Moore Smear President Trump on MSNBC as Falsely Saying Coronavirus Is a Hoax https://t.co/lrWNN7CtJT via @USERNAME,Coronavirus is genetically engineered.,NONE
1026,1233981045005045760,"Coronavirus hits mask maker Medline's operations. Companies are  being affected in different ways due to the virus. #HADM5232 https://t.co/5CYYdwF707… via 
@USERNAME",Coronavirus is caused by 5G.,NONE
1027,1233912675953856512,How Prepared Is the U.S. for a Coronavirus Outbreak? https://t.co/wcgVzbYXoE,Coronavirus is caused by 5G.,NONE
1028,1233917161644724224,"@USERNAME @USERNAME Which is extremely important for buying time to develop treatments and eventually a vaccine. Only 0.006% of China’s population has caught it, only 0.0002% have died.  I’m a country of 1.5billion, that is significant to remember.",We're very close to a vaccine.,NONE
1029,1233921589110018048,"#China has reported more than 570 new cases, highest daily increase for a week #coronavirus but deaths were down to 35 (12 fewer than on the previous day). All but one of the latest deaths was in Hubei province, the epicentre of the outbreak. Total number of fatalities: 2870.","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
1030,1233933010619289600,"Especially Now, Don't Trust In Man, Anyone or Anything More Than The Lord Jesus Christ!

Trust In &amp; Whole Heartedly Seek King Jesus Christ!

He's Lord Over The #Coronavirus &amp; Still Can Set You Free Through His Love, Power, Grace &amp; Mercy!

Will You Come To Him Right Now?

Seek Him https://t.co/p1iMi8cUIn",Holy communion cannot be the cause of the spread of coronavirus,NONE
1031,1233967431934193664,As long as the Coronavirus is Catholic it can enter America freely. https://t.co/egoA34Hoa7,Holy communion cannot be the cause of the spread of coronavirus,NONE
1032,1233946819790393344,https://t.co/W8S9d5urix Supermarket shelves stripped of hand sanitiser as coronavirus 'panic sets' in https://t.co/t92w8umadk,Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1033,1233970124991844352,Coronavirus the patented cooked up crock.,Coronavirus is genetically engineered.,NONE
1034,1230000000000000000,"How long does the new coronavirus remain active on surfaces?
https://t.co/ryGWt2c7FB https://t.co/XiPf3wYqJI",SARS-CoV-2 can survive for weeks on surfaces.,NONE
1035,1233948383670239232,@USERNAME says that the #coronavirus is caused by eating red meat,Coronavirus is caused by 5G.,NONE
1036,1233993780795035648,"coronavirus was invented in a lab by the guy who wrote the ""it's Corona time"" song, to sell records",Coronavirus is genetically engineered.,FAVOR
1037,1233908103843897344,"Amazing. How many lives will be saved thanks to the reduction in pollution? And how many people are more susceptible to #coronavirus because of pollution? 
#Covid_19 https://t.co/t1RhngkgYY",Africans are more resistant to coronavirus.,NONE
1038,1233925758843805696,"@USERNAME In order to compare Covid-19 to non-Covid influenza, you need to make a true ""apples-to-apples"" comparison. Right now, this cannot be done because there is no vaccine for Covid-19. Absent a vaccine, we do not know how truly deadly this is or how contagious (we can only guess).",COVID-19 is only as deadly as the seasonal flu.,NONE
1039,1233953498494066688,"coronavirus is just Acute Respiratory Disease , affecting how the hemoglobin in yo lungs absorb the oxygen affected by 5G airwaves , radio , micro n other electromagnetic waves approved by the govt to be in our air",Coronavirus is caused by 5G.,FAVOR
1040,1233927892486311936,"@USERNAME The point about it being man-made is likely correct seeing as how it looks like the start of the virus outbreak might have come from a bio-saftey lab and not food markets, but the malicious intent behind the investors/donors is a little more questionable and evidence",Coronavirus is genetically engineered.,FAVOR
1041,1233942556909744128,"@USERNAME Proper hand washing, disinfecting of surfaces and usage of Lysol as ways to avoid infection by the Coronavirus.  (Hint .. it works for colds and flu bugs, too.)",Vitamin C cures coronavirus.,NONE
1042,1233988537415946240,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Want your democratic republic? Gotta have candidates.

Hang in there. I hear they're working on a cure for TDS right after the coronavirus vaccine.",We're very close to a vaccine.,NONE
1043,1233910602327674880,@USERNAME @USERNAME SARS-COV-2 is not this one. That was a secondary run of a mutation of SARS. This one is COVID-19.,The lifetime of SARS-CoV-2 is only 12 hours.,NONE
1044,1233962881252810752,"the only difference between these and covid-19 is that covid-19 happens to be more transmissible. but in 2009, the CDC estimated 61 million cases of swine flu in the US alone so actually, the only difference is rampant racism and xenophobia",COVID-19 is only as deadly as the seasonal flu.,NONE
1045,1233930552845230080,"I'd rather they call it ""Wuhan Flu"", COVID-19 is so antiseptic. SARS II is ok, I guess - revives an early meme-ism.

https://t.co/y41RsxfVZF",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
1046,1233936136449323008,"Coronavirus: 'Zero' hand sanitisers, face masks at Auckland pharmacies https://t.co/Uq1XcK5zhq",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
1047,1233943126676516864,"FYI, very few of the 2019-2020 “32-45 million” flu cases are actually confirmed.  Same for “18,000-46,000” deaths.  Thus the wide gaps in totals.  I suspect COVID-19 has always been around and like other pathogens, we’ve been blaming the flu for all of them.",COVID-19 is only as deadly as the seasonal flu.,NONE
1048,1233932069794746368,"I know where the United States government can get 10's of billions of dollars to pay for the COVID-19 program, the military budget of $934B.",Coronavirus is genetically engineered.,NONE
1049,1233917553451266048,"Scottish surveillance testing system for Covid-19 begins
https://t.co/NXbq4LJacY
+1 UKBot #UK #news",Coronavirus is genetically engineered.,NONE
1050,1233936140249382912,"This virus is most deadly to the older population, and the 1st place to experience a potentially large outbreak, a long-term care facility. #CoronaVirusUpdate https://t.co/3z82hBTlVv",Coronavirus is caused by 5G.,NONE
